intra2,intra3,intra4,intra5,inter1,inter2,inter3,size,inter_num
0.8987858621555722,1.7165051642575961,0.6846230901412317,8.148813950529885,0.2554016828318867,0.2598569155643009,0.2026776558639557,10,Intra 5 + Inter 1
0.8972008865631278,1.7379040312855039,0.6834634464435766,8.218813455147032,0.06863097273175467,0.06894701300748074,0.11012140180447177,10,Intra 5 + Inter 2
0.8496972826274115,1.7112132014403656,0.6655983958447141,7.891956322237812,0.8868199555261203,0.9440456963851556,0.3902724525663742,10,Intra 5 + Inter 3
0.8696450812314787,1.7316463435715819,0.6759824218302973,7.884517405780354,1.6980013540836825,1.9275257964259618,0.5356204071107169,10,SÃ¼hr et al. 2019
0.8692394271483485,1.7201777677937897,0.6734107658317102,8.044347995048405,0.1314479645579113,0.1326142019489307,0.15356222978197337,10,Intra 5 + Inter 1
0.8747228040986512,1.7282721053850953,0.6760816413053068,8.043330205456234,1.0156199333228155,1.0917017730791252,0.4205472292100587,10,Intra 5 + Inter 2
0.8495062334189477,1.7095575968835057,0.6675699143572562,7.896239932276696,0.10616294986391506,0.10692185150068856,0.1378107275377205,10,Intra 5 + Inter 3
0.7459125513334521,1.742721038717908,0.611178774490365,7.3117081872670004,1.1839618380749688,1.2892462782732705,0.5517221565593388,10,SÃ¼hr et al. 2019
0.849522152583144,1.721225680605214,0.6675566186459705,7.928523623708104,0.29344561434673033,0.2993486129095919,0.23408717070327345,10,Intra 5 + Inter 1
0.8585723663170624,1.7175405323497581,0.6712722205675279,7.812524621685251,0.3033451598042416,0.3096592056643972,0.2288104830981093,10,Intra 5 + Inter 2
0.8898330913604408,1.7681268110096773,0.6810124725752876,8.198556021232895,1.0722144086573713,1.1575257810717032,0.4515923923653907,10,Intra 5 + Inter 3
0.8744278072965198,1.7629125174369704,0.673998020041693,8.137302900626114,2.9647990057810008,3.7911805546040345,0.7325827232265767,10,SÃ¼hr et al. 2019
0.8867316689360509,1.7547579263335518,0.6802482898193575,8.119920106689378,0.23417220899377122,0.23790993155515516,0.2093363396414334,10,Intra 5 + Inter 1
0.8791378856068148,1.731372601875168,0.6797791410009222,7.992199395864894,0.9854366124322722,1.056834338192938,0.4103210672917907,10,Intra 5 + Inter 2
0.8850348531545617,1.6821674873011845,0.6755383560538566,8.035555074121632,0.1162277297990223,0.11713821421376047,0.12986438203145256,10,Intra 5 + Inter 3
0.7778275646940929,1.7303269508244885,0.6322050750174754,7.56350007152865,1.5641299985553494,1.7558774578056693,0.5878132385197256,10,SÃ¼hr et al. 2019
0.8783284592017182,1.725702160274674,0.6773304544946784,8.117457203173867,1.0981654525905533,1.1879062445722066,0.43537262875358507,10,Intra 5 + Inter 1
0.852106279907019,1.7183082570697206,0.6660012331577874,8.001026771391132,0.235182098108762,0.238952494378872,0.20804956600344238,10,Intra 5 + Inter 2
0.8767733888149299,1.7040394428417494,0.6738961008889807,8.08085302752894,0.11406937128469796,0.11494617502050064,0.13649785973987477,10,Intra 5 + Inter 3
0.8268093071978344,1.7324409643216085,0.650709033356052,7.942929376005878,2.1929327305496296,2.599681909130731,0.6482445680796814,10,SÃ¼hr et al. 2019
